model,precision,phase,tokens,operator,arithmetic,calls,flops
TinyStories-Instruct-1M,bf16,prefill,2048,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,prefill,2048,Linear (lm_head),fp32,1,13174571008
TinyStories-Instruct-1M,int8,prefill,2048,GroupedQueryAttention,fp32,8,9126805504
TinyStories-Instruct-1M,int8,prefill,2048,Softmax,fp32,8,2684354560
TinyStories-Instruct-1M,int8,prefill,2048,Linear,int8,48,1616904192
TinyStories-Instruct-1M,int8,prefill,2048,Quantize,fp32,48,37748736
TinyStories-Instruct-1M,int8,prefill,2048,GELU,fp32,8,37748736
TinyStories-Instruct-1M,int8,prefill,2048,Dequantize,fp32,48,18874368
TinyStories-Instruct-1M,int8,prefill,2048,LayerNorm,fp32,17,13508608
TinyStories-Instruct-1M,int8,prefill,2048,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,prefill,2048,Linear (lm_head),fp32,1,13174571008
TinyStories-Instruct-1M,int4,prefill,2048,GroupedQueryAttention,fp32,8,9126805504
TinyStories-Instruct-1M,int4,prefill,2048,Softmax,fp32,8,2684354560
TinyStories-Instruct-1M,int4,prefill,2048,Linear,fp32,48,1616904192
TinyStories-Instruct-1M,int4,prefill,2048,GELU,fp32,8,37748736
TinyStories-Instruct-1M,int4,prefill,2048,LayerNorm,fp32,17,13508608
TinyStories-Instruct-1M,int4,prefill,2048,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,prefill,2048,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,2,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,2,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,2,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,2,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,2,GroupedQueryAttention,fp32,8,4352
TinyStories-Instruct-1M,fp32,decode,2,Softmax,fp32,8,1280
TinyStories-Instruct-1M,fp32,decode,2,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,2,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,2,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,2,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,2,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,2,GroupedQueryAttention,bf16,8,4352
TinyStories-Instruct-1M,bf16,decode,2,Softmax,bf16,8,1280
TinyStories-Instruct-1M,bf16,decode,2,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,2,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,2,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,2,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,2,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,2,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,2,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,2,GroupedQueryAttention,fp32,8,4352
TinyStories-Instruct-1M,int8,decode,2,Softmax,fp32,8,1280
TinyStories-Instruct-1M,int8,decode,2,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,2,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,2,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,2,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,2,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,2,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,2,GroupedQueryAttention,fp32,8,4352
TinyStories-Instruct-1M,int4,decode,2,Softmax,fp32,8,1280
TinyStories-Instruct-1M,int4,decode,2,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,4,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,4,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,4,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,4,GroupedQueryAttention,fp32,8,8704
TinyStories-Instruct-1M,fp32,decode,4,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,4,Softmax,fp32,8,2560
TinyStories-Instruct-1M,fp32,decode,4,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,4,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,4,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,4,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,4,GroupedQueryAttention,bf16,8,8704
TinyStories-Instruct-1M,bf16,decode,4,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,4,Softmax,bf16,8,2560
TinyStories-Instruct-1M,bf16,decode,4,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,4,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,4,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,4,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,4,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,4,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,4,GroupedQueryAttention,fp32,8,8704
TinyStories-Instruct-1M,int8,decode,4,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,4,Softmax,fp32,8,2560
TinyStories-Instruct-1M,int8,decode,4,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,4,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,4,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,4,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,4,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,4,GroupedQueryAttention,fp32,8,8704
TinyStories-Instruct-1M,int4,decode,4,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,4,Softmax,fp32,8,2560
TinyStories-Instruct-1M,int4,decode,4,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,8,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,8,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,8,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,8,GroupedQueryAttention,fp32,8,17408
TinyStories-Instruct-1M,fp32,decode,8,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,8,Softmax,fp32,8,5120
TinyStories-Instruct-1M,fp32,decode,8,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,8,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,8,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,8,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,8,GroupedQueryAttention,bf16,8,17408
TinyStories-Instruct-1M,bf16,decode,8,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,8,Softmax,bf16,8,5120
TinyStories-Instruct-1M,bf16,decode,8,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,8,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,8,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,8,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,8,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,8,GroupedQueryAttention,fp32,8,17408
TinyStories-Instruct-1M,int8,decode,8,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,8,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,8,Softmax,fp32,8,5120
TinyStories-Instruct-1M,int8,decode,8,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,8,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,8,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,8,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,8,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,8,GroupedQueryAttention,fp32,8,17408
TinyStories-Instruct-1M,int4,decode,8,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,8,Softmax,fp32,8,5120
TinyStories-Instruct-1M,int4,decode,8,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,16,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,16,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,16,GroupedQueryAttention,fp32,8,34816
TinyStories-Instruct-1M,fp32,decode,16,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,16,Softmax,fp32,8,10240
TinyStories-Instruct-1M,fp32,decode,16,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,16,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,16,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,16,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,16,GroupedQueryAttention,bf16,8,34816
TinyStories-Instruct-1M,bf16,decode,16,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,16,Softmax,bf16,8,10240
TinyStories-Instruct-1M,bf16,decode,16,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,16,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,16,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,16,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,16,GroupedQueryAttention,fp32,8,34816
TinyStories-Instruct-1M,int8,decode,16,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,16,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,16,Softmax,fp32,8,10240
TinyStories-Instruct-1M,int8,decode,16,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,16,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,16,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,16,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,16,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,16,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,16,GroupedQueryAttention,fp32,8,34816
TinyStories-Instruct-1M,int4,decode,16,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,16,Softmax,fp32,8,10240
TinyStories-Instruct-1M,int4,decode,16,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,16,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,32,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,32,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,32,GroupedQueryAttention,fp32,8,69632
TinyStories-Instruct-1M,fp32,decode,32,Softmax,fp32,8,20480
TinyStories-Instruct-1M,fp32,decode,32,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,32,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,32,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,32,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,32,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,32,GroupedQueryAttention,bf16,8,69632
TinyStories-Instruct-1M,bf16,decode,32,Softmax,bf16,8,20480
TinyStories-Instruct-1M,bf16,decode,32,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,32,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,32,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,32,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,32,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,32,GroupedQueryAttention,fp32,8,69632
TinyStories-Instruct-1M,int8,decode,32,Softmax,fp32,8,20480
TinyStories-Instruct-1M,int8,decode,32,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,32,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,32,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,32,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,32,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,32,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,32,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,32,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,32,GroupedQueryAttention,fp32,8,69632
TinyStories-Instruct-1M,int4,decode,32,Softmax,fp32,8,20480
TinyStories-Instruct-1M,int4,decode,32,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,32,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,32,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,64,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,64,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,64,GroupedQueryAttention,fp32,8,139264
TinyStories-Instruct-1M,fp32,decode,64,Softmax,fp32,8,40960
TinyStories-Instruct-1M,fp32,decode,64,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,64,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,64,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,64,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,64,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,64,GroupedQueryAttention,bf16,8,139264
TinyStories-Instruct-1M,bf16,decode,64,Softmax,bf16,8,40960
TinyStories-Instruct-1M,bf16,decode,64,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,64,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,64,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,64,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,64,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,64,GroupedQueryAttention,fp32,8,139264
TinyStories-Instruct-1M,int8,decode,64,Softmax,fp32,8,40960
TinyStories-Instruct-1M,int8,decode,64,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,64,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,64,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,64,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,64,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,64,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,64,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,64,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,64,GroupedQueryAttention,fp32,8,139264
TinyStories-Instruct-1M,int4,decode,64,Softmax,fp32,8,40960
TinyStories-Instruct-1M,int4,decode,64,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,64,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,64,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,128,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,128,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,128,GroupedQueryAttention,fp32,8,278528
TinyStories-Instruct-1M,fp32,decode,128,Softmax,fp32,8,81920
TinyStories-Instruct-1M,fp32,decode,128,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,128,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,128,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,128,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,128,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,128,GroupedQueryAttention,bf16,8,278528
TinyStories-Instruct-1M,bf16,decode,128,Softmax,bf16,8,81920
TinyStories-Instruct-1M,bf16,decode,128,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,128,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,128,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,128,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,128,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,128,GroupedQueryAttention,fp32,8,278528
TinyStories-Instruct-1M,int8,decode,128,Softmax,fp32,8,81920
TinyStories-Instruct-1M,int8,decode,128,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,128,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,128,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,128,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,128,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,128,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,128,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,128,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,128,GroupedQueryAttention,fp32,8,278528
TinyStories-Instruct-1M,int4,decode,128,Softmax,fp32,8,81920
TinyStories-Instruct-1M,int4,decode,128,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,128,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,128,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,256,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,256,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,256,GroupedQueryAttention,fp32,8,557056
TinyStories-Instruct-1M,fp32,decode,256,Softmax,fp32,8,163840
TinyStories-Instruct-1M,fp32,decode,256,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,256,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,256,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,256,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,256,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,256,GroupedQueryAttention,bf16,8,557056
TinyStories-Instruct-1M,bf16,decode,256,Softmax,bf16,8,163840
TinyStories-Instruct-1M,bf16,decode,256,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,256,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,256,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,256,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,256,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,256,GroupedQueryAttention,fp32,8,557056
TinyStories-Instruct-1M,int8,decode,256,Softmax,fp32,8,163840
TinyStories-Instruct-1M,int8,decode,256,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,256,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,256,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,256,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,256,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,256,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,256,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,256,GroupedQueryAttention,fp32,8,557056
TinyStories-Instruct-1M,int4,decode,256,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,256,Softmax,fp32,8,163840
TinyStories-Instruct-1M,int4,decode,256,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,256,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,256,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,512,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,512,GroupedQueryAttention,fp32,8,1114112
TinyStories-Instruct-1M,fp32,decode,512,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,512,Softmax,fp32,8,327680
TinyStories-Instruct-1M,fp32,decode,512,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,512,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,512,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,512,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,512,GroupedQueryAttention,bf16,8,1114112
TinyStories-Instruct-1M,bf16,decode,512,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,512,Softmax,bf16,8,327680
TinyStories-Instruct-1M,bf16,decode,512,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,512,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,512,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,512,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,512,GroupedQueryAttention,fp32,8,1114112
TinyStories-Instruct-1M,int8,decode,512,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,512,Softmax,fp32,8,327680
TinyStories-Instruct-1M,int8,decode,512,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,512,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,512,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,512,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,512,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,512,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,512,GroupedQueryAttention,fp32,8,1114112
TinyStories-Instruct-1M,int4,decode,512,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,512,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,512,Softmax,fp32,8,327680
TinyStories-Instruct-1M,int4,decode,512,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,512,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,512,Embedding,fp32,2,0
TinyStories-Instruct-1M,fp32,decode,1024,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,fp32,decode,1024,GroupedQueryAttention,fp32,8,2228224
TinyStories-Instruct-1M,fp32,decode,1024,Linear,fp32,48,789504
TinyStories-Instruct-1M,fp32,decode,1024,Softmax,fp32,8,655360
TinyStories-Instruct-1M,fp32,decode,1024,GELU,fp32,8,18432
TinyStories-Instruct-1M,fp32,decode,1024,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,fp32,decode,1024,Embedding,fp32,2,0
TinyStories-Instruct-1M,bf16,decode,1024,Linear (lm_head),bf16,1,6432896
TinyStories-Instruct-1M,bf16,decode,1024,GroupedQueryAttention,bf16,8,2228224
TinyStories-Instruct-1M,bf16,decode,1024,Linear,bf16,48,789504
TinyStories-Instruct-1M,bf16,decode,1024,Softmax,bf16,8,655360
TinyStories-Instruct-1M,bf16,decode,1024,GELU,bf16,8,18432
TinyStories-Instruct-1M,bf16,decode,1024,LayerNorm,bf16,17,6596
TinyStories-Instruct-1M,bf16,decode,1024,Embedding,bf16,2,0
TinyStories-Instruct-1M,int8,decode,1024,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int8,decode,1024,GroupedQueryAttention,fp32,8,2228224
TinyStories-Instruct-1M,int8,decode,1024,Linear,int8,48,789504
TinyStories-Instruct-1M,int8,decode,1024,Softmax,fp32,8,655360
TinyStories-Instruct-1M,int8,decode,1024,Quantize,fp32,48,18432
TinyStories-Instruct-1M,int8,decode,1024,GELU,fp32,8,18432
TinyStories-Instruct-1M,int8,decode,1024,Dequantize,fp32,48,9216
TinyStories-Instruct-1M,int8,decode,1024,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int8,decode,1024,Embedding,fp32,2,0
TinyStories-Instruct-1M,int4,decode,1024,Linear (lm_head),fp32,1,6432896
TinyStories-Instruct-1M,int4,decode,1024,GroupedQueryAttention,fp32,8,2228224
TinyStories-Instruct-1M,int4,decode,1024,Linear,fp32,48,789504
TinyStories-Instruct-1M,int4,decode,1024,Softmax,fp32,8,655360
TinyStories-Instruct-1M,int4,decode,1024,Dequantize,fp32,48,393216
TinyStories-Instruct-1M,int4,decode,1024,GELU,fp32,8,18432
TinyStories-Instruct-1M,int4,decode,1024,LayerNorm,fp32,17,6596
TinyStories-Instruct-1M,int4,decode,1024,Embedding,fp32,2,0
